	PCC	SSIM	JS	RMSE
Mnat1	0.6946057216079061	0.33921941521926896	0.06430945165210818	0.781529626299725
Blzf1	0.5410496893673679	0.2999115606803359	0.0683826159702246	0.958071302808546
Gabpa	0.3929964531323076	0.27573782257881924	0.07249554708257709	1.101819900771167
Esrrg	-0.016324291211715178	0.019164994049193657	0.10218669417909397	1.4257098521169835
Nr3c2	0.6588395016340893	0.4297213113054149	0.0512915713627243	0.8260272372820531
Ikzf1	-0.1526890425158136	-0.044452594696085417	0.10350070954792212	1.5183471556372168
Rbpjl	-0.2012202909472221	-0.07063134041607952	0.0931966787634917	1.5499808327506648
Nhlh1	0.3304148349658908	0.136038598020728	0.08933819466031155	1.1572252719622995
Nfia	0.6399007697505684	0.34628847651685113	0.05321333171762673	0.8486450733368239
Zic5	0.4465435402667553	0.3771936682736864	0.06414075165765529	1.0520992916386216
Mitf	0.07062507813323307	0.05143072443667776	0.13046024688104274	1.3633597631342704
Sp7	0.4766965702429444	0.20344292720133705	0.06908439301010838	1.023038053795709
Etv3	0.5822592097777528	0.30509078454413713	0.05676310100464356	0.9140468152367768
Sox11	0.5387619728177416	0.2772136434801302	0.0612207397613717	0.9604561699341186
Wwtr1	0.5562529835114565	0.3141001939913129	0.04981345396406625	0.9420690170985812
Zscan21	0.7127541149995966	0.452924424204106	0.057313003245832314	0.7579523533843052
Zfp423	0.5315594758356772	0.4096291061169207	0.0579299563855618	0.9679261585103718
Zic3	0.5410954991869775	0.2375057264117236	0.06370603668597362	0.9580234869908174
Foxn4	0.6467494387730921	0.5826929014515538	0.052224902828914274	0.8405362112686255
Zfp287	0.4819459750343277	0.1438684479517432	0.06677911299612306	1.0178939286248567
Smarca4	0.7508047338864077	0.5786857576243912	0.046044330444668664	0.7059677982933674
Elf4	0.30554715056718856	0.18282253913854812	0.08937501853792157	1.178518433825124
Grhl1	0.6726046064148737	0.3763582365450372	0.059275105467591085	0.8091914403713453
Rfx2	0.18986026892916133	0.19032744285891606	0.07310327797370597	1.2729019844990723
Elf1	0.3940261908725936	0.3416811814818713	0.07299088600943562	1.1008849250738302
Esrrb	-0.03727266723661341	6.368662289812161e-06	0.2370326905342877	1.4403282037345608
Tfdp2	0.5940782811259352	0.4390710944801841	0.06205707256665601	0.9010235500519006
Med14	0.6315985935760893	0.4420303531865276	0.06123697592832611	0.8583721878345205
Pknox2	0.14681761306766195	0.13987494158663485	0.0876591623540095	1.306278980105198
Mybl2	0.5805451643229969	0.4802119656604557	0.05954416559819078	0.9159201228022048
Rxrb	0.6209698387972232	0.3930595124618417	0.07281068670765986	0.8706665965830741
Nfil3	0.11442473560974152	0.11116812382075243	0.08689590418619916	1.3308457945158474
Runx1	-0.056024359524101536	0.0020247229128449373	0.09225538869050046	1.4532889317159896
Polr2b	0.6657361794189529	0.4136660246394748	0.060639419681080726	0.8176353962262727
Tmf1	0.6781605168534448	0.45495206599533794	0.06110699445444912	0.8022960590038508
Satb1	0.6253865633314086	0.31027678372121525	0.06502149977843254	0.8655789238060172
Taf6l	0.25526383064136343	0.20170946615443264	0.08628091190397469	1.2204394039514102
Gli1	0.2595812752820052	0.1088610728798478	0.09264933797604813	1.2168966469819815
Sall1	0.3224026560265186	0.09889273573591603	0.09139832859528464	1.1641282953124037
Pml	0.5590258554597841	0.43602353400583344	0.06891552509023895	0.939121019400818
Lhx6	0.29659081503370577	0.06856913786214032	0.08655659214589544	1.186093744158778
Arid2	0.6641608307954445	0.3993503324337331	0.06073324155619155	0.8195598443122449
Zfp128	0.6238937991630054	0.37355701373132855	0.06898241084294171	0.8673017938837606
Rbak	0.6369240122005402	0.4092762055807319	0.06499404537311224	0.8521455131601174
Sp8	0.5828174809248525	0.3228680731842351	0.06607073813598392	0.9134358423831938
Nfkb2	0.4969921655321834	0.4481810150940732	0.06474340331569699	1.003003324488824
Atr	0.4357919752353253	0.29721013189584444	0.08338429153066584	1.0622692923780437
Mxd1	0.5251081024647111	0.35806720887715304	0.06437788601128219	0.9745685173811937
Lhx5	0.34645599128134563	0.17619648332896792	0.06737801589067438	1.1432795010133388
Emx2	0.6270727871746871	0.3461038288372181	0.06214293988074	0.8636286387392593
Cdc6	0.6047917928185209	0.3887881291429271	0.052713496186039065	0.8890536622515867
Myb	0.5604982804526522	0.2830228590981032	0.06411385518677246	0.9375518327509662
Six4	-0.09885610513044607	-0.019996250216296543	0.1286515156111614	1.4824682830539384
Atm	0.6949080621703412	0.4884543651584192	0.05668490432081332	0.7811426730497557
Gata6	0.6381974148904564	0.4469852565535775	0.056093988085278254	0.8506498517128459
Trim33	0.6373508511743464	0.4333351063660703	0.0581687473342937	0.8516444666944694
Rest	0.3620082803566982	0.3296486841492969	0.07705915772267392	1.1295943693585777
Rfx4	0.21535075705309287	0.0907603044052312	0.08092369368355133	1.2527164427330766
Pbx3	0.5079896792176746	0.2518935410131049	0.07955574065104948	0.9919781457091941
Ets1	0.5326644978084252	0.3974834682032744	0.054733784532846524	0.9667838457396511
Sp1	0.4550891340772622	0.3507851185671015	0.07069279888273136	1.0439452724379166
Tbx4	0.4698976823080533	0.2977864543072385	0.07788954234273288	1.02966238903045
Foxo4	0.2918871668974837	0.2584726067132925	0.0786410363651766	1.1900527997551338
Ttf1	0.422003444126606	0.29320613179834804	0.07106314833871437	1.07517120113347
Notch3	0.5549492171853456	0.4144392897981213	0.06920515749654636	0.9434519413458794
Pax6	0.5627862489053291	0.2216913252277947	0.08166371105787379	0.9351082836705821
Foxo1	0.5598610439536543	0.4107186959829135	0.0574385529988746	0.9382312679146284
Vav1	-0.4090022039444707	-0.12859834243518706	0.10253641909441924	1.6786912783144319
Elk4	0.596322963528434	0.4453077605681041	0.056737181348875274	0.898528838125484
Arid3a	0.4917107668976853	0.44827085743864775	0.06417722009471427	1.008255159274987
Pax3	0.6287066498371461	0.6047100327754242	0.051829336209037784	0.8617347041437451
Zfp422	0.6514839013997814	0.3286152784078102	0.07029659565908193	0.8348845412393484
Nfe2l3	0.3391378175168116	0.2435081047322393	0.07463325443937201	1.1496627179161625
Irx5	0.09846893240443187	0.08262404005019486	0.08433368442315005	1.3427814919751968
Npas3	0.4246765549022086	0.13628754941787746	0.07601899609961715	1.072682101181698
Uaca	0.5668910467361565	0.4964722423234535	0.06672666449092575	0.9307082821849642
Creb1	0.6797387394293449	0.4403438708772137	0.059475066357979486	0.8003265090832051
Sox5	0.5227553822167414	0.2903633724717416	0.06674294296615302	0.9769796495150332
Sox6	0.2759136707378942	0.08860315416450759	0.07478980287188954	1.2034004564251302
Lhx1	0.4001403879158979	0.23315609065860415	0.08356850602456106	1.0953169514657408
Paxip1	0.2883510569945252	0.2392726771543045	0.0717866515077055	1.1930204885126448
Nfya	0.6830500444200815	0.480021991720722	0.05656008140496707	0.7961783161828994
Dlx2	0.5293781184933435	0.2875065834165965	0.0769001333009017	0.970177181247484
Trps1	0.4535783703490527	0.2556583740382513	0.08024812176329461	1.0453914383148042
Rorc	-0.054016113263246235	-0.0010176546156979431	0.15768141240181005	1.4519064110769997
Hltf	0.5917723888092492	0.32955568753912606	0.076426089114978	0.9035791179423648
Vsx1	0.03637573789452757	0.049395973264940655	0.08988121307412801	1.3882537679440832
Pias3	0.4193543137953871	0.2938125537474917	0.0676984607909998	1.0776322992603855
Taf4b	-0.06534480773148962	-0.024482365845707774	0.1234217746674304	1.4596881911774786
Zbtb33	0.3909289796558223	0.3091555855729431	0.06521854337000725	1.103694722596949
Ddx3x	0.3719905172957362	0.3284825933265013	0.0642338244859945	1.1207225193635255
Foxc1	0.5950920711264108	0.454305398209808	0.051123155452498216	0.8998976929335791
