	PCC	SSIM	JS	RMSE
Kr	0.1055315719793114	0.061173025388365825	0.2620330044063899	1.3375114414618579
lok	0.3570771044299199	0.243240470151376	0.26482043381387704	1.1339514059871172
Mdr49	0.4831458809500208	0.2659768952313235	0.3196080999557647	1.0167144329161255
Mes2	0.5094163237305187	0.3242837919349044	0.3150150404435072	0.990538920254506
MESR3	-0.042498988504895	-0.023041563814465052	0.32675569320370035	1.443952207314975
mfas	-0.06874888997625724	-0.02264138437015395	0.5170266956064162	1.4620183924809271
Nek2	0.10537513875507212	0.05050831539308048	0.16895543059994966	1.3376283947680896
NetA	0.3589681041225353	0.20108488430230206	0.3299796101585121	1.1322825582666765
noc	0.5837467326570387	0.3414470142011102	0.2507665392963085	0.9124179605235326
nub	-0.3303839231836121	-0.1782095291454675	0.3870850088360516	1.631186024451909
numb	0.2395843002381952	0.13283397650693404	0.18931553619533292	1.2332199315303047
oc	0.7517274823493132	0.4238153847013705	0.3575460372228235	0.7046595172857414
odd	-0.14467822205564193	-0.08562108151562725	0.34446970481855843	1.5130619432499397
peb	0.1425279234891269	0.0533009877726597	0.5690121406509505	1.3095587627219123
prd	-0.3336505607422509	-0.16153787154321972	0.2475060758308241	1.6331874116232044
pxb	0.23224086592646556	0.1318747642304078	0.22421714986973615	1.239160307687052
rau	-0.07529864955528592	-0.024417324824127184	0.5305585564956166	1.4664914930235946
rho	-0.002654458523069718	0.002802428625165971	0.3593154702347752	1.4160893040504678
run	-0.3090918617776146	-0.16888971874641756	0.3452260753448137	1.6180802586878158
sna	0.467153852450729	0.28200209253068703	0.30908561741419105	1.0323237356074606
srp	0.17723828881287376	0.05456523130474666	0.5287257942143639	1.2827795688949262
tkv	-0.01587078611891724	-0.005215782653141791	0.32194389847968946	1.4253917258907582
tll	0.2788071169932239	0.19278549291022976	0.3946076988659837	1.2009936577740752
toc	0.2570294560500364	0.13250138275332446	0.3182993542445242	1.2189918325813045
Traf4	0.05370038822008537	0.03171993144556895	0.2973479349856939	1.3757177121633015
trn	0.08182605274097972	0.04609403371243671	0.20232302370803185	1.3551191440305317
tsh	-0.40703573066048027	-0.2274995074517417	0.2977764423094751	1.6775194369428217
twi	0.42215041394478	0.2191310037014287	0.2736958490682901	1.0750344981024749
zen	0.3240987298411531	0.1929198049369642	0.4680294336324111	1.1626704349546753
zen2	0.17554506167360628	0.04690924273446731	0.6037313328481145	1.2840988578192831
zfh1	0.4676352559563215	0.11679640603957303	0.5491291424426706	1.0318573002539435
