,RCTD,Cell2location,Tangram,Seurat,Stereoscope,SPOTlight,SpatialDWLS,DestVI,STRIDE,DSTG,dataset
Inh_L5_6_SST_DNAJC14,0.00632455532033676,0.006302856059479812,0.03642542632147098,0.00632455532033676,0.007176211133288852,0.006512394004074642,0.0025620353416423614,0.007887805124795274,0.008596897494495704,0.006424257011363936,1_r
Inh_L5_6_SST_FBN2,0.016902942210745002,0.015313580613349373,0.02826482480420508,0.02179074415863004,0.0168634734016198,0.016872028635502592,0.022285183019198435,0.01844779369009203,0.017877943001850565,0.016920308341406017,1_r
Inh_L5_6_SST_ISX,0.024004708437787202,0.027081938293897084,0.027558457412510708,0.03054292839151886,0.029342932137500527,0.028545650575678445,0.03054292839151886,0.027423624049007656,0.029914583769053208,0.03114058152642122,1_r
Inh_L5_6_SST_KLHL1,0.019743203983593798,0.023366453012462908,0.025137321539032132,0.028042602267467496,0.022374025834302397,0.02560127940046276,0.0268602656279767,0.02307161759603611,0.027602559420024327,0.02787729463378587,1_r
Inh_L5_6_SST_PAWR,0.02230246712306685,0.023005419778392985,0.02673990787878677,0.026092854871055615,0.025838121775840165,0.02474525522490995,0.026918590110089364,0.02101818912938643,0.02621611680218284,0.026778001398930922,1_r
Inh_L5_6_SST_PIK3CD,0.03772375044956971,0.023603825178762358,0.02749442740551473,0.027271938677707847,0.024205713912224952,0.03236271770216214,0.09108094055575705,0.024201871765750144,0.026808839060000412,0.027130171974043632,1_r
Inh_L5_6_VIP_COL4A3,0.022857070436355476,0.02085552590195296,0.027871823362024303,0.022857070436355476,0.023156872853089663,0.02232422340962194,0.017780390385153166,0.020967277286402828,0.022126696945962317,0.022878070983938698,1_r
Inh_L5_PVALB_LRIG3,0.0388070396227358,0.04564894239903297,0.04231493924208441,0.05547120860829771,0.04457618487213952,0.050310335755013535,0.05547120860829771,0.04760419491013251,0.052661350113621955,0.054658294200713456,1_r
Inh_L5_SST_RPL35AP11,0.04136881549216952,0.04549494764809015,0.04354826879596401,0.047794930838668474,0.04194095287356078,0.04463795160871841,0.046619319667189435,0.04621945920099655,0.04555950550961827,0.04683189809322477,1_r
Inh_L6_SST_TH,0.022252905813882243,0.01584597436427575,0.023467079744575983,0.022252905813882243,0.015167370169958255,0.01964631420040807,0.022252905813882243,0.017131193348222638,0.021787920439143862,0.022177039578870173,1_r
Micro_L1_6_TYROBP_CD74,0.01946988632988472,0.018492345978204615,0.020002412283919305,0.014517490205101357,0.01696061935710855,0.023314230933883257,0.022632643907593605,0.02053546518423657,0.01842011225063258,0.02424139136972234,1_r
OPC_L1_6_PDGFRA_COL20A1,0.03129612196034095,0.028103308696294165,0.024244907362493694,0.03167780636134184,0.024558184116142405,0.03477060712091668,0.035196316893635254,0.018059952947620347,0.03504259442242715,0.04221713302042702,1_r
Oligo_L2_6_OPALIN_FTH1P3,0.0924698556204028,0.07852484384470637,0.08577389949198251,0.09285855283083658,0.080327926469631,0.08845827886719007,0.10399073336588376,0.0808402396442335,0.09297062396813544,0.09686349748730608,1_r
Oligo_L2_6_OPALIN_MAP6D1,0.01872025485903015,0.018693294967914834,0.03448688554112117,0.025883570035917656,0.019416034814417504,0.021102549541730044,0.01865615605481122,0.02410284214820071,0.0197140363869905,0.01877675180394238,1_r
Oligo_L3_6_OPALIN_ENPP6,0.03879959988813779,0.03843175114800656,0.04136066746463568,0.04672800138902585,0.041610751558644396,0.043365565154558805,0.05195139023722034,0.06291969418569396,0.047869531414182764,0.05326516841700858,1_r
Oligo_L3_6_OPALIN_LRP4_AS1,0.015500896031448563,0.015473550707952671,0.05011170055768503,0.015500896031448563,0.01570329624206657,0.017343153860880735,0.015500896031448563,0.015891758108896214,0.01755902923134981,0.015482737213249786,1_r
Oligo_L5_6_OPALIN_LDLRAP1,0.0,0.000582749776592595,0.033939924590833045,0.0,0.004262572552240332,0.00689698309064944,0.002978453758117761,0.02258076122800034,0.010356724521401392,0.0008193147918641624,1_r
VLMC_L1_5_PDGFRA_COLEC12,0.010540925533894597,0.009602671071421313,0.02719335278804103,0.010540925533894597,0.008048086206294115,0.010213381213723794,0.010540925533894597,0.010730605817671978,0.010773867510771362,0.01052375094350083,1_r
Astro,0.02963827193709724,0.03231244853648999,0.032528804455783544,0.10721829403303337,0.053783176894975526,0.020812437165510716,0.02447763673052605,0.028889445158026054,0.04086123040247829,0.07242190731541569,2_r
CA1,0.04086521206280533,0.04643780389168153,0.04294931419929091,0.07712746477794935,0.06697871269066034,0.05703323282009992,0.06777793111876715,0.05014478890680188,0.06312192015611096,0.07972019893840024,2_r
CA1_ProS,0.01898660781710012,0.016701914002909764,0.06004420415902411,0.01898660781710012,0.02925110995506148,0.03274499715012131,0.01912731051922898,0.018901819198179612,0.02154027458162716,0.0189482670622728,2_r
CA2_IG_FC,0.006941609398625357,0.006773017688443366,0.06551746454123111,0.010291514332972847,0.014142142809689897,0.016148500131623313,0.006941609398625357,0.015355677765081358,0.02613608596909872,0.006994020244913628,2_r
CA3,0.04332176703532296,0.03277986994606459,0.040448961821281285,0.04329986444698134,0.03826091936443223,0.037094143464329675,0.034767399394931814,0.03628122144562735,0.042333145060614606,0.043171534530115956,2_r
CR,0.006388765649999398,0.006388765649999398,0.006388765649999398,0.006388765649999398,0.017533669764567286,0.1292319298618475,0.019370022533571056,0.012474250971055343,0.006388765649999398,0.006484536492431008,2_r
CT_SUB,0.02072655722154794,0.022411119090750064,0.04991148851681737,0.027528841473681898,0.03933811987084128,0.02386063941293933,0.027528841473681898,0.026585528152879845,0.03154847060936755,0.02750383661834664,2_r
Car3,0.025844254223673882,0.04255116783093022,0.04146745238251011,0.06685203693131947,0.06285085700127864,0.055304434598836646,0.04576562388831288,0.04191919295383175,0.04886389330188782,0.07881858005608372,2_r
DG,0.047495272957530095,0.031391739942486174,0.06231131764090789,0.08803787270519679,0.07769833054971059,0.06616941307009284,0.10262399956636421,0.04853497820389003,0.0778172089904183,0.10073164081043567,2_r
Endo,0.02582551241428322,0.016099700346654165,0.028002087913533088,0.06388007232166142,0.02155214744861992,0.008360928924880185,0.011308744463975852,0.025241775384629902,0.010366272345719095,0.02574097539183126,2_r
L2_3_IT_APr,0.02066578887756218,0.017594127613158074,0.06041909605742687,0.02066578887756218,0.031094804325217305,0.01865529292263811,0.02066578887756218,0.018873478672583644,0.025370100141894194,0.020635874205548566,2_r
L2_3_IT_CTX,0.07689912580630269,0.06642790827689593,0.10971383374992942,0.1371148506210586,0.14165758007786255,0.12269028408033261,0.155448330519438,0.109463067734331,0.11167203740171243,0.1519257982953436,2_r
L2_3_IT_ENTl,0.03704246407243687,0.03905627145843222,0.0643978528429465,0.046078910649054006,0.05093447001034165,0.044208172812046,0.046078910649054006,0.040486637487811915,0.04383465117619447,0.045671897053669905,2_r
L2_3_IT_HATA,0.023021264869805533,0.022519280500550954,0.05817596298128075,0.023021264869805533,0.02942538725134669,0.025153477798528372,0.007930483235111406,0.021332504954227907,0.027119759661416235,0.023001311463427952,2_r
L2_3_IT_PPP,0.036070781122913585,0.03376585149832785,0.0588121248872726,0.04592325411374967,0.048827309094594706,0.03601330006418797,0.04592325411374967,0.042181570382562046,0.04299321204574149,0.04634271532259703,2_r
L2_3_IT_ProS,0.021982783186441285,0.021274415255573675,0.06220101679801709,0.021982783186441285,0.022963059150697008,0.02344647269595908,0.02084217648901933,0.021640262897203194,0.026652816671683954,0.021886148640733627,2_r
L2_3_IT_RSP,0.05545653350148685,0.03787034802540089,0.07174374001382942,0.016667172257129128,0.04007677029009424,0.033745180561977874,0.21444635546635074,0.021691248096042413,0.039765398024020286,0.015925985397909497,2_r
